date,line_key,queue,channel,welsh_language,weekday,is_bank_holiday,offered,handled,abandoned,aht_seconds,service_level_attained,workload_hours
2024-02-26,billing.voice,Billing & payments,voice,False,0,False,4842.0,4736.0,106.0,421.2,0.8745,554.128
2024-02-27,billing.voice,Billing & payments,voice,False,1,False,3429.0,3343.0,86.0,413.7,0.8648,384.153
2024-02-28,billing.voice,Billing & payments,voice,False,2,False,4047.0,3822.0,225.0,404.2,0.7372,429.144
2024-02-29,billing.voice,Billing & payments,voice,False,3,False,2656.0,2597.0,59.0,396.6,0.8547,286.105
2024-03-01,billing.voice,Billing & payments,voice,False,4,False,2688.0,2647.0,41.0,411.2,0.8796,302.315
2024-03-02,billing.voice,Billing & payments,voice,False,5,False,2076.0,2046.0,30.0,397.6,0.8268,225.966
2024-03-03,billing.voice,Billing & payments,voice,False,6,False,820.0,796.0,24.0,379.7,0.8836,83.954
2024-03-04,billing.voice,Billing & payments,voice,False,0,False,3677.0,3606.0,71.0,430.6,0.8481,431.348
2024-03-05,billing.voice,Billing & payments,voice,False,1,False,2949.0,2869.0,80.0,404.7,0.8675,322.489
2024-03-06,billing.voice,Billing & payments,voice,False,2,False,2917.0,2833.0,84.0,406.3,0.8506,319.708
2024-03-07,billing.voice,Billing & payments,voice,False,3,False,2860.0,2815.0,45.0,400.1,0.8498,312.847
2024-03-08,billing.voice,Billing & payments,voice,False,4,False,2713.0,2636.0,77.0,400.8,0.8144,293.453
2024-03-09,billing.voice,Billing & payments,voice,False,5,False,2522.0,2362.0,160.0,394.7,0.7453,258.951
2024-03-10,billing.voice,Billing & payments,voice,False,6,False,801.0,777.0,24.0,377.4,0.83,81.464
2024-03-11,billing.voice,Billing & payments,voice,False,0,False,4001.0,3883.0,118.0,426.5,0.7705,460.067
2024-03-12,billing.voice,Billing & payments,voice,False,1,False,3098.0,3027.0,71.0,399.3,0.8571,335.709
2024-03-13,billing.voice,Billing & payments,voice,False,2,False,2887.0,2824.0,63.0,412.0,0.8773,323.23
2024-03-14,billing.voice,Billing & payments,voice,False,3,False,3159.0,3036.0,123.0,415.9,0.8202,350.712
2024-03-15,billing.voice,Billing & payments,voice,False,4,False,2528.0,2457.0,71.0,399.0,0.8976,272.295
2024-03-16,billing.voice,Billing & payments,voice,False,5,False,1994.0,1929.0,65.0,393.4,0.8975,210.782
2024-03-17,billing.voice,Billing & payments,voice,False,6,False,834.0,818.0,16.0,384.6,0.8167,87.387
2024-03-18,billing.voice,Billing & payments,voice,False,0,False,4339.0,4156.0,183.0,420.3,0.7535,485.227
2024-03-19,billing.voice,Billing & payments,voice,False,1,False,2426.0,2384.0,42.0,406.7,0.773,269.316
2024-03-20,billing.voice,Billing & payments,voice,False,2,False,2903.0,2810.0,93.0,419.5,0.824,327.446
2024-03-21,billing.voice,Billing & payments,voice,False,3,False,2954.0,2827.0,127.0,405.1,0.8788,318.133
2024-03-22,billing.voice,Billing & payments,voice,False,4,False,2914.0,2822.0,92.0,393.0,0.8489,308.072
2024-03-23,billing.voice,Billing & payments,voice,False,5,False,1414.0,1402.0,12.0,400.8,0.9272,156.095
2024-03-24,billing.voice,Billing & payments,voice,False,6,False,699.0,687.0,12.0,390.1,0.9436,74.447
2024-03-25,billing.voice,Billing & payments,voice,False,0,False,3425.0,3316.0,109.0,420.1,0.83,386.956
2024-03-26,billing.voice,Billing & payments,voice,False,1,False,4181.0,4095.0,86.0,411.5,0.8742,468.055
2024-03-27,billing.voice,Billing & payments,voice,False,2,False,3476.0,3400.0,76.0,394.6,0.8434,372.635
2024-03-28,billing.voice,Billing & payments,voice,False,3,False,2566.0,2518.0,48.0,390.1,0.8153,272.886
2024-03-29,billing.voice,Billing & payments,voice,False,4,True,0.0,0.0,0.0,410.9,0.9064,0.0
2024-03-30,billing.voice,Billing & payments,voice,False,5,False,1506.0,1476.0,30.0,396.4,0.8053,162.525
2024-03-31,billing.voice,Billing & payments,voice,False,6,False,643.0,626.0,17.0,384.5,0.8167,66.854
2024-04-01,billing.voice,Billing & payments,voice,False,0,True,0.0,0.0,0.0,438.6,0.8144,0.0
2024-04-02,billing.voice,Billing & payments,voice,False,1,False,8035.0,7833.0,202.0,435.9,0.7895,948.471
2024-04-03,billing.voice,Billing & payments,voice,False,2,False,4859.0,4745.0,114.0,414.7,0.8865,546.626
2024-04-04,billing.voice,Billing & payments,voice,False,3,False,5237.0,5026.0,211.0,429.9,0.9227,600.125
2024-04-05,billing.voice,Billing & payments,voice,False,4,False,8527.0,8097.0,430.0,444.3,0.7646,999.325
2024-04-06,billing.voice,Billing & payments,voice,False,5,False,3322.0,3223.0,99.0,404.0,0.8766,361.711
2024-04-07,billing.voice,Billing & payments,voice,False,6,False,1181.0,1156.0,25.0,419.9,0.8623,134.841
2024-04-08,billing.voice,Billing & payments,voice,False,0,False,5210.0,5108.0,102.0,428.1,0.8397,607.495
2024-04-09,billing.voice,Billing & payments,voice,False,1,False,5770.0,5502.0,268.0,424.5,0.7827,648.805
2024-04-10,billing.voice,Billing & payments,voice,False,2,False,4113.0,4041.0,72.0,411.4,0.7719,461.779
2024-04-11,billing.voice,Billing & payments,voice,False,3,False,2909.0,2848.0,61.0,403.3,0.8904,319.072
2024-04-12,billing.voice,Billing & payments,voice,False,4,False,5773.0,5643.0,130.0,424.7,0.7736,665.784
2024-04-13,billing.voice,Billing & payments,voice,False,5,False,2681.0,2589.0,92.0,401.6,0.8269,288.825
2024-04-14,billing.voice,Billing & payments,voice,False,6,False,1045.0,1017.0,28.0,397.3,0.8104,112.238
2024-04-15,billing.voice,Billing & payments,voice,False,0,False,4248.0,4179.0,69.0,435.2,0.8402,505.157
2024-04-16,billing.voice,Billing & payments,voice,False,1,False,4745.0,4645.0,100.0,407.9,0.8973,526.341
2024-04-17,billing.voice,Billing & payments,voice,False,2,False,4180.0,4032.0,148.0,409.8,0.8712,458.961
2024-04-18,billing.voice,Billing & payments,voice,False,3,False,3719.0,3544.0,175.0,416.2,0.8983,409.705
2024-04-19,billing.voice,Billing & payments,voice,False,4,False,4635.0,4528.0,107.0,424.9,0.8153,534.394
2024-04-20,billing.voice,Billing & payments,voice,False,5,False,2780.0,2709.0,71.0,388.9,0.7635,292.619
2024-04-21,billing.voice,Billing & payments,voice,False,6,False,1048.0,1017.0,31.0,420.0,0.88,118.649
2024-04-22,billing.voice,Billing & payments,voice,False,0,False,4259.0,4133.0,126.0,430.9,0.8655,494.705
2024-04-23,billing.voice,Billing & payments,voice,False,1,False,4365.0,4204.0,161.0,401.6,0.8993,469.029
2024-04-24,billing.voice,Billing & payments,voice,False,2,False,3633.0,3536.0,97.0,418.2,0.8115,410.723
2024-04-25,billing.voice,Billing & payments,voice,False,3,False,2590.0,2537.0,53.0,399.8,0.8275,281.733
2024-04-26,billing.voice,Billing & payments,voice,False,4,False,3765.0,3679.0,86.0,424.9,0.8516,434.211
2024-04-27,billing.voice,Billing & payments,voice,False,5,False,1794.0,1741.0,53.0,400.7,0.8718,193.793
2024-04-28,billing.voice,Billing & payments,voice,False,6,False,685.0,671.0,14.0,400.2,0.8147,74.586
2024-04-29,billing.voice,Billing & payments,voice,False,0,False,3293.0,3185.0,108.0,414.5,0.7642,366.689
2024-04-30,billing.voice,Billing & payments,voice,False,1,False,2338.0,2305.0,33.0,399.3,0.8302,255.656
2024-05-01,billing.voice,Billing & payments,voice,False,2,False,2874.0,2777.0,97.0,392.3,0.8499,302.621
2024-05-02,billing.voice,Billing & payments,voice,False,3,False,4041.0,3881.0,160.0,412.7,0.7802,444.902
2024-05-03,billing.voice,Billing & payments,voice,False,4,False,3997.0,3815.0,182.0,385.7,0.7972,408.717
2024-05-04,billing.voice,Billing & payments,voice,False,5,False,1618.0,1557.0,61.0,380.4,0.7622,164.51
2024-05-05,billing.voice,Billing & payments,voice,False,6,False,601.0,598.0,3.0,402.4,0.9442,66.845
2024-05-06,billing.voice,Billing & payments,voice,False,0,True,0.0,0.0,0.0,421.5,0.8155,0.0
2024-05-07,billing.voice,Billing & payments,voice,False,1,False,3150.0,3075.0,75.0,402.0,0.9,343.376
2024-05-08,billing.voice,Billing & payments,voice,False,2,False,2432.0,2382.0,50.0,417.0,0.8142,275.924
2024-05-09,billing.voice,Billing & payments,voice,False,3,False,3574.0,3509.0,65.0,393.5,0.8502,383.566
2024-05-10,billing.voice,Billing & payments,voice,False,4,False,2571.0,2523.0,48.0,411.9,0.8041,288.639
2024-05-11,billing.voice,Billing & payments,voice,False,5,False,1531.0,1480.0,51.0,402.2,0.7986,165.332
2024-05-12,billing.voice,Billing & payments,voice,False,6,False,588.0,575.0,13.0,403.3,0.8948,64.421
2024-05-13,billing.voice,Billing & payments,voice,False,0,False,2612.0,2560.0,52.0,416.1,0.8289,295.922
2024-05-14,billing.voice,Billing & payments,voice,False,1,False,2723.0,2656.0,67.0,404.2,0.7877,298.214
2024-05-15,billing.voice,Billing & payments,voice,False,2,False,2543.0,2485.0,58.0,414.5,0.8768,286.101
2024-05-16,billing.voice,Billing & payments,voice,False,3,False,3406.0,3336.0,70.0,410.5,0.8507,380.398
2024-05-17,billing.voice,Billing & payments,voice,False,4,False,3497.0,3366.0,131.0,407.0,0.805,380.508
2024-05-18,billing.voice,Billing & payments,voice,False,5,False,1722.0,1649.0,73.0,393.5,0.7492,180.223
2024-05-19,billing.voice,Billing & payments,voice,False,6,False,502.0,489.0,13.0,395.7,0.7663,53.754
2024-05-20,billing.voice,Billing & payments,voice,False,0,False,3057.0,2957.0,100.0,415.3,0.8654,341.106
2024-05-21,billing.voice,Billing & payments,voice,False,1,False,2385.0,2338.0,47.0,410.6,0.8305,266.667
2024-05-22,billing.voice,Billing & payments,voice,False,2,False,2417.0,2350.0,67.0,436.6,0.8824,284.986
2024-05-23,billing.voice,Billing & payments,voice,False,3,False,2290.0,2241.0,49.0,410.8,0.832,255.701
2024-05-24,billing.voice,Billing & payments,voice,False,4,False,2721.0,2614.0,107.0,415.2,0.7849,301.479
2024-05-25,billing.voice,Billing & payments,voice,False,5,False,1380.0,1326.0,54.0,382.6,0.7805,140.925
2024-05-26,billing.voice,Billing & payments,voice,False,6,False,747.0,724.0,23.0,393.5,0.8169,79.13
2024-05-27,billing.voice,Billing & payments,voice,False,0,True,0.0,0.0,0.0,426.0,0.7899,0.0
2024-05-28,billing.voice,Billing & payments,voice,False,1,False,3545.0,3528.0,17.0,395.4,0.7459,387.518
2024-05-29,billing.voice,Billing & payments,voice,False,2,False,2844.0,2726.0,118.0,422.2,0.842,319.71
2024-05-30,billing.voice,Billing & payments,voice,False,3,False,2039.0,2000.0,39.0,420.8,0.8148,233.758
2024-05-31,billing.voice,Billing & payments,voice,False,4,False,2562.0,2482.0,80.0,397.9,0.8543,274.301
2024-06-01,billing.voice,Billing & payments,voice,False,5,False,1193.0,1163.0,30.0,401.2,0.9184,129.6
2024-06-02,billing.voice,Billing & payments,voice,False,6,False,671.0,651.0,20.0,398.5,0.8389,72.062
2024-06-03,billing.voice,Billing & payments,voice,False,0,False,3629.0,3500.0,129.0,408.0,0.8686,396.651
2024-06-04,billing.voice,Billing & payments,voice,False,1,False,2627.0,2568.0,59.0,418.3,0.8121,298.405
2024-06-05,billing.voice,Billing & payments,voice,False,2,False,2324.0,2259.0,65.0,420.5,0.8122,263.867
2024-06-06,billing.voice,Billing & payments,voice,False,3,False,2566.0,2483.0,83.0,418.4,0.7712,288.577
2024-06-07,billing.voice,Billing & payments,voice,False,4,False,2360.0,2297.0,63.0,391.7,0.8373,249.949
2024-06-08,billing.voice,Billing & payments,voice,False,5,False,1412.0,1361.0,51.0,389.3,0.8015,147.182
2024-06-09,billing.voice,Billing & payments,voice,False,6,False,802.0,790.0,12.0,394.1,0.858,86.493
2024-06-10,billing.voice,Billing & payments,voice,False,0,False,3550.0,3457.0,93.0,429.0,0.9258,411.937
2024-06-11,billing.voice,Billing & payments,voice,False,1,False,2719.0,2677.0,42.0,409.8,0.8802,304.756
2024-06-12,billing.voice,Billing & payments,voice,False,2,False,2494.0,2402.0,92.0,410.4,0.731,273.809
2024-06-13,billing.voice,Billing & payments,voice,False,3,False,2007.0,1960.0,47.0,401.0,0.8322,218.296
2024-06-14,billing.voice,Billing & payments,voice,False,4,False,2338.0,2282.0,56.0,396.5,0.8361,251.321
2024-06-15,billing.voice,Billing & payments,voice,False,5,False,917.0,897.0,20.0,385.5,0.8572,96.061
2024-06-16,billing.voice,Billing & payments,voice,False,6,False,749.0,740.0,9.0,371.2,0.9055,76.311
2024-06-17,billing.voice,Billing & payments,voice,False,0,False,3579.0,3462.0,117.0,406.4,0.9066,390.81
2024-06-18,billing.voice,Billing & payments,voice,False,1,False,2898.0,2786.0,112.0,397.4,0.8191,307.508
2024-06-19,billing.voice,Billing & payments,voice,False,2,False,2264.0,2212.0,52.0,408.8,0.883,251.178
2024-06-20,billing.voice,Billing & payments,voice,False,3,False,2401.0,2326.0,75.0,414.9,0.8643,268.1
2024-06-21,billing.voice,Billing & payments,voice,False,4,False,2370.0,2301.0,69.0,408.8,0.8135,261.317
2024-06-22,billing.voice,Billing & payments,voice,False,5,False,1168.0,1129.0,39.0,389.4,0.8383,122.106
2024-06-23,billing.voice,Billing & payments,voice,False,6,False,568.0,552.0,16.0,404.5,0.7882,62.026
2024-06-24,billing.voice,Billing & payments,voice,False,0,False,2216.0,2172.0,44.0,443.2,0.8128,267.384
2024-06-25,billing.voice,Billing & payments,voice,False,1,False,2095.0,2043.0,52.0,404.0,0.8419,229.283
2024-06-26,billing.voice,Billing & payments,voice,False,2,False,3011.0,2971.0,40.0,408.6,0.828,337.21
2024-06-27,billing.voice,Billing & payments,voice,False,3,False,2473.0,2411.0,62.0,401.2,0.8213,268.677
2024-06-28,billing.voice,Billing & payments,voice,False,4,False,2818.0,2716.0,102.0,394.3,0.7862,297.441
2024-06-29,billing.voice,Billing & payments,voice,False,5,False,1191.0,1167.0,24.0,396.1,0.8201,128.393
2024-06-30,billing.voice,Billing & payments,voice,False,6,False,553.0,530.0,23.0,401.6,0.8566,59.127
2024-07-01,billing.voice,Billing & payments,voice,False,0,False,2541.0,2506.0,35.0,414.5,0.8232,288.562
2024-07-02,billing.voice,Billing & payments,voice,False,1,False,3050.0,2977.0,73.0,407.3,0.7863,336.835
2024-07-03,billing.voice,Billing & payments,voice,False,2,False,2515.0,2454.0,61.0,416.3,0.8295,283.776
2024-07-04,billing.voice,Billing & payments,voice,False,3,False,2198.0,2155.0,43.0,411.0,0.876,246.034
2024-07-05,billing.voice,Billing & payments,voice,False,4,False,2230.0,2186.0,44.0,409.5,0.7817,248.675
2024-07-06,billing.voice,Billing & payments,voice,False,5,False,1092.0,1072.0,20.0,417.9,0.8293,124.437
2024-07-07,billing.voice,Billing & payments,voice,False,6,False,507.0,496.0,11.0,400.5,0.7903,55.184
2024-07-08,billing.voice,Billing & payments,voice,False,0,False,2195.0,2134.0,61.0,429.0,0.821,254.293
2024-07-09,billing.voice,Billing & payments,voice,False,1,False,2895.0,2827.0,68.0,395.3,0.775,310.384
2024-07-10,billing.voice,Billing & payments,voice,False,2,False,2275.0,2228.0,47.0,408.6,0.88,252.874
2024-07-11,billing.voice,Billing & payments,voice,False,3,False,2276.0,2241.0,35.0,415.5,0.9446,258.628
2024-07-12,billing.voice,Billing & payments,voice,False,4,False,1796.0,1766.0,30.0,421.6,0.9107,206.808
2024-07-13,billing.voice,Billing & payments,voice,False,5,False,1249.0,1200.0,49.0,385.7,0.7232,128.55
2024-07-14,billing.voice,Billing & payments,voice,False,6,False,567.0,549.0,18.0,388.1,0.8849,59.189
2024-07-15,billing.voice,Billing & payments,voice,False,0,False,2334.0,2295.0,39.0,424.4,0.869,270.57
2024-07-16,billing.voice,Billing & payments,voice,False,1,False,3000.0,2946.0,54.0,407.3,0.846,333.348
2024-07-17,billing.voice,Billing & payments,voice,False,2,False,2530.0,2465.0,65.0,399.2,0.8098,273.355
2024-07-18,billing.voice,Billing & payments,voice,False,3,False,1928.0,1871.0,57.0,402.0,0.8594,208.925
2024-07-19,billing.voice,Billing & payments,voice,False,4,False,1983.0,1946.0,37.0,420.2,0.8631,227.129
2024-07-20,billing.voice,Billing & payments,voice,False,5,False,1208.0,1156.0,52.0,400.1,0.815,128.474
2024-07-21,billing.voice,Billing & payments,voice,False,6,False,521.0,509.0,12.0,386.2,0.8754,54.609
2024-07-22,billing.voice,Billing & payments,voice,False,0,False,2123.0,2073.0,50.0,433.1,0.8736,249.377
2024-07-23,billing.voice,Billing & payments,voice,False,1,False,2179.0,2114.0,65.0,412.5,0.7615,242.241
2024-07-24,billing.voice,Billing & payments,voice,False,2,False,2201.0,2112.0,89.0,406.8,0.8084,238.666
2024-07-25,billing.voice,Billing & payments,voice,False,3,False,2279.0,2180.0,99.0,389.0,0.7456,235.584
2024-07-26,billing.voice,Billing & payments,voice,False,4,False,3163.0,3060.0,103.0,405.0,0.8155,344.224
2024-07-27,billing.voice,Billing & payments,voice,False,5,False,1393.0,1354.0,39.0,398.3,0.8142,149.798
2024-07-28,billing.voice,Billing & payments,voice,False,6,False,594.0,570.0,24.0,405.6,0.8091,64.22
2024-07-29,billing.voice,Billing & payments,voice,False,0,False,2878.0,2743.0,135.0,427.6,0.7066,325.778
2024-07-30,billing.voice,Billing & payments,voice,False,1,False,1874.0,1818.0,56.0,394.9,0.8647,199.419
2024-07-31,billing.voice,Billing & payments,voice,False,2,False,1972.0,1923.0,49.0,402.0,0.8742,214.752
2024-08-01,billing.voice,Billing & payments,voice,False,3,False,1942.0,1910.0,32.0,420.8,0.8811,223.233
2024-08-02,billing.voice,Billing & payments,voice,False,4,False,2342.0,2292.0,50.0,395.5,0.8871,251.785
2024-08-03,billing.voice,Billing & payments,voice,False,5,False,1270.0,1244.0,26.0,368.8,0.8421,127.427
2024-08-04,billing.voice,Billing & payments,voice,False,6,False,572.0,550.0,22.0,392.1,0.805,59.902
2024-08-05,billing.voice,Billing & payments,voice,False,0,False,2211.0,2171.0,40.0,427.1,0.7675,257.551
2024-08-06,billing.voice,Billing & payments,voice,False,1,False,2621.0,2507.0,114.0,402.3,0.7064,280.123
2024-08-07,billing.voice,Billing & payments,voice,False,2,False,1778.0,1735.0,43.0,423.7,0.8484,204.192
2024-08-08,billing.voice,Billing & payments,voice,False,3,False,1806.0,1773.0,33.0,410.0,0.8794,201.922
2024-08-09,billing.voice,Billing & payments,voice,False,4,False,3063.0,2977.0,86.0,413.1,0.871,341.613
2024-08-10,billing.voice,Billing & payments,voice,False,5,False,1249.0,1230.0,19.0,390.3,0.7646,133.351
2024-08-11,billing.voice,Billing & payments,voice,False,6,False,538.0,525.0,13.0,388.1,0.7924,56.602
2024-08-12,billing.voice,Billing & payments,voice,False,0,False,2034.0,1987.0,47.0,428.6,0.8634,236.584
2024-08-13,billing.voice,Billing & payments,voice,False,1,False,1902.0,1879.0,23.0,423.6,0.8353,221.117
2024-08-14,billing.voice,Billing & payments,voice,False,2,False,1980.0,1949.0,31.0,413.9,0.8276,224.06
2024-08-15,billing.voice,Billing & payments,voice,False,3,False,2078.0,2029.0,49.0,415.3,0.8093,234.063
2024-08-16,billing.voice,Billing & payments,voice,False,4,False,2336.0,2282.0,54.0,417.0,0.8285,264.303
2024-08-17,billing.voice,Billing & payments,voice,False,5,False,1181.0,1167.0,14.0,384.0,0.8297,124.495
2024-08-18,billing.voice,Billing & payments,voice,False,6,False,546.0,542.0,4.0,401.0,0.7164,60.376
2024-08-19,billing.voice,Billing & payments,voice,False,0,False,2329.0,2271.0,58.0,433.5,0.8778,273.479
2024-08-20,billing.voice,Billing & payments,voice,False,1,False,1974.0,1942.0,32.0,407.2,0.8476,219.662
2024-08-21,billing.voice,Billing & payments,voice,False,2,False,1886.0,1845.0,41.0,396.7,0.8293,203.284
2024-08-22,billing.voice,Billing & payments,voice,False,3,False,1907.0,1881.0,26.0,397.0,0.8555,207.457
2024-08-23,billing.voice,Billing & payments,voice,False,4,False,2116.0,2050.0,66.0,414.8,0.8239,236.201
2024-08-24,billing.voice,Billing & payments,voice,False,5,False,1055.0,1028.0,27.0,393.2,0.7894,112.284
2024-08-25,billing.voice,Billing & payments,voice,False,6,False,429.0,416.0,13.0,393.9,0.9035,45.513
2024-08-26,billing.voice,Billing & payments,voice,False,0,True,0.0,0.0,0.0,429.2,0.825,0.0
2024-08-27,billing.voice,Billing & payments,voice,False,1,False,2876.0,2815.0,61.0,396.4,0.8344,309.961
2024-08-28,billing.voice,Billing & payments,voice,False,2,False,2110.0,2051.0,59.0,418.0,0.8379,238.143
2024-08-29,billing.voice,Billing & payments,voice,False,3,False,1991.0,1944.0,47.0,404.4,0.8824,218.394
2024-08-30,billing.voice,Billing & payments,voice,False,4,False,1714.0,1686.0,28.0,407.5,0.8917,190.825
2024-08-31,billing.voice,Billing & payments,voice,False,5,False,1086.0,1054.0,32.0,393.1,0.907,115.086
2024-09-01,billing.voice,Billing & payments,voice,False,6,False,512.0,494.0,18.0,394.9,0.8474,54.192
2024-09-02,billing.voice,Billing & payments,voice,False,0,False,3668.0,3540.0,128.0,436.5,0.869,429.205
2024-09-03,billing.voice,Billing & payments,voice,False,1,False,2700.0,2634.0,66.0,413.3,0.8876,302.403
2024-09-04,billing.voice,Billing & payments,voice,False,2,False,2343.0,2301.0,42.0,390.2,0.9257,249.371
2024-09-05,billing.voice,Billing & payments,voice,False,3,False,2240.0,2153.0,87.0,398.9,0.8395,238.576
