line_key,weekday,interval,interval_start,share
billing.webchat,0,35,17:30,0.005885
billing.webchat,1,16,08:00,0.018112
billing.webchat,1,17,08:30,0.052578
billing.webchat,1,18,09:00,0.072579
billing.webchat,1,19,09:30,0.086711
billing.webchat,1,20,10:00,0.089916
billing.webchat,1,21,10:30,0.081564
billing.webchat,1,22,11:00,0.065778
billing.webchat,1,23,11:30,0.047257
billing.webchat,1,24,12:00,0.028254
billing.webchat,1,25,12:30,0.017711
billing.webchat,1,26,13:00,0.028833
billing.webchat,1,27,13:30,0.052316
billing.webchat,1,28,14:00,0.068667
billing.webchat,1,29,14:30,0.07327
billing.webchat,1,30,15:00,0.06876
billing.webchat,1,31,15:30,0.057819
billing.webchat,1,32,16:00,0.043641
billing.webchat,1,33,16:30,0.029564
billing.webchat,1,34,17:00,0.010785
billing.webchat,1,35,17:30,0.005885
billing.webchat,2,16,08:00,0.018112
billing.webchat,2,17,08:30,0.052578
billing.webchat,2,18,09:00,0.072579
billing.webchat,2,19,09:30,0.086711
billing.webchat,2,20,10:00,0.089916
billing.webchat,2,21,10:30,0.081564
billing.webchat,2,22,11:00,0.065778
billing.webchat,2,23,11:30,0.047257
billing.webchat,2,24,12:00,0.028254
billing.webchat,2,25,12:30,0.017711
billing.webchat,2,26,13:00,0.028833
billing.webchat,2,27,13:30,0.052316
billing.webchat,2,28,14:00,0.068667
billing.webchat,2,29,14:30,0.07327
billing.webchat,2,30,15:00,0.06876
billing.webchat,2,31,15:30,0.057819
billing.webchat,2,32,16:00,0.043641
billing.webchat,2,33,16:30,0.029564
billing.webchat,2,34,17:00,0.010785
billing.webchat,2,35,17:30,0.005885
billing.webchat,3,16,08:00,0.018112
billing.webchat,3,17,08:30,0.052578
billing.webchat,3,18,09:00,0.072579
billing.webchat,3,19,09:30,0.086711
billing.webchat,3,20,10:00,0.089916
billing.webchat,3,21,10:30,0.081564
billing.webchat,3,22,11:00,0.065778
billing.webchat,3,23,11:30,0.047257
billing.webchat,3,24,12:00,0.028254
billing.webchat,3,25,12:30,0.017711
billing.webchat,3,26,13:00,0.028833
billing.webchat,3,27,13:30,0.052316
billing.webchat,3,28,14:00,0.068667
billing.webchat,3,29,14:30,0.07327
billing.webchat,3,30,15:00,0.06876
billing.webchat,3,31,15:30,0.057819
billing.webchat,3,32,16:00,0.043641
billing.webchat,3,33,16:30,0.029564
billing.webchat,3,34,17:00,0.010785
billing.webchat,3,35,17:30,0.005885
billing.webchat,4,16,08:00,0.018112
billing.webchat,4,17,08:30,0.052578
billing.webchat,4,18,09:00,0.072579
billing.webchat,4,19,09:30,0.086711
billing.webchat,4,20,10:00,0.089916
billing.webchat,4,21,10:30,0.081564
billing.webchat,4,22,11:00,0.065778
billing.webchat,4,23,11:30,0.047257
billing.webchat,4,24,12:00,0.028254
billing.webchat,4,25,12:30,0.017711
billing.webchat,4,26,13:00,0.028833
billing.webchat,4,27,13:30,0.052316
billing.webchat,4,28,14:00,0.068667
billing.webchat,4,29,14:30,0.07327
billing.webchat,4,30,15:00,0.06876
billing.webchat,4,31,15:30,0.057819
billing.webchat,4,32,16:00,0.043641
billing.webchat,4,33,16:30,0.029564
billing.webchat,4,34,17:00,0.010785
billing.webchat,4,35,17:30,0.005885
billing.webchat,5,17,08:30,0.054675
billing.webchat,5,18,09:00,0.137226
billing.webchat,5,19,09:30,0.163945
billing.webchat,5,20,10:00,0.170004
billing.webchat,5,21,10:30,0.154214
billing.webchat,5,22,11:00,0.124366
billing.webchat,5,23,11:30,0.089349
billing.webchat,5,24,12:00,0.053419
billing.webchat,5,25,12:30,0.020092
billing.webchat,5,26,13:00,0.032709
billing.email,0,16,08:00,0.018112
billing.email,0,17,08:30,0.052578
billing.email,0,18,09:00,0.072579
billing.email,0,19,09:30,0.086711
billing.email,0,20,10:00,0.089916
billing.email,0,21,10:30,0.081564
billing.email,0,22,11:00,0.065778
billing.email,0,23,11:30,0.047257
billing.email,0,24,12:00,0.028254
billing.email,0,25,12:30,0.017711
billing.email,0,26,13:00,0.028833
billing.email,0,27,13:30,0.052316
billing.email,0,28,14:00,0.068667
billing.email,0,29,14:30,0.07327
billing.email,0,30,15:00,0.06876
billing.email,0,31,15:30,0.057819
billing.email,0,32,16:00,0.043641
billing.email,0,33,16:30,0.029564
billing.email,0,34,17:00,0.010785
billing.email,0,35,17:30,0.005885
billing.email,1,16,08:00,0.018112
billing.email,1,17,08:30,0.052578
billing.email,1,18,09:00,0.072579
billing.email,1,19,09:30,0.086711
billing.email,1,20,10:00,0.089916
billing.email,1,21,10:30,0.081564
billing.email,1,22,11:00,0.065778
billing.email,1,23,11:30,0.047257
billing.email,1,24,12:00,0.028254
billing.email,1,25,12:30,0.017711
billing.email,1,26,13:00,0.028833
billing.email,1,27,13:30,0.052316
billing.email,1,28,14:00,0.068667
billing.email,1,29,14:30,0.07327
billing.email,1,30,15:00,0.06876
billing.email,1,31,15:30,0.057819
billing.email,1,32,16:00,0.043641
billing.email,1,33,16:30,0.029564
billing.email,1,34,17:00,0.010785
billing.email,1,35,17:30,0.005885
billing.email,2,16,08:00,0.018112
billing.email,2,17,08:30,0.052578
billing.email,2,18,09:00,0.072579
billing.email,2,19,09:30,0.086711
billing.email,2,20,10:00,0.089916
billing.email,2,21,10:30,0.081564
billing.email,2,22,11:00,0.065778
billing.email,2,23,11:30,0.047257
billing.email,2,24,12:00,0.028254
billing.email,2,25,12:30,0.017711
billing.email,2,26,13:00,0.028833
billing.email,2,27,13:30,0.052316
billing.email,2,28,14:00,0.068667
billing.email,2,29,14:30,0.07327
billing.email,2,30,15:00,0.06876
billing.email,2,31,15:30,0.057819
billing.email,2,32,16:00,0.043641
billing.email,2,33,16:30,0.029564
billing.email,2,34,17:00,0.010785
billing.email,2,35,17:30,0.005885
billing.email,3,16,08:00,0.018112
billing.email,3,17,08:30,0.052578
billing.email,3,18,09:00,0.072579
billing.email,3,19,09:30,0.086711
billing.email,3,20,10:00,0.089916
billing.email,3,21,10:30,0.081564
billing.email,3,22,11:00,0.065778
billing.email,3,23,11:30,0.047257
billing.email,3,24,12:00,0.028254
billing.email,3,25,12:30,0.017711
billing.email,3,26,13:00,0.028833
billing.email,3,27,13:30,0.052316
billing.email,3,28,14:00,0.068667
billing.email,3,29,14:30,0.07327
billing.email,3,30,15:00,0.06876
billing.email,3,31,15:30,0.057819
billing.email,3,32,16:00,0.043641
billing.email,3,33,16:30,0.029564
billing.email,3,34,17:00,0.010785
billing.email,3,35,17:30,0.005885
billing.email,4,16,08:00,0.018112
billing.email,4,17,08:30,0.052578
billing.email,4,18,09:00,0.072579
billing.email,4,19,09:30,0.086711
billing.email,4,20,10:00,0.089916
billing.email,4,21,10:30,0.081564
billing.email,4,22,11:00,0.065778
billing.email,4,23,11:30,0.047257
billing.email,4,24,12:00,0.028254
billing.email,4,25,12:30,0.017711
billing.email,4,26,13:00,0.028833
billing.email,4,27,13:30,0.052316
billing.email,4,28,14:00,0.068667
billing.email,4,29,14:30,0.07327
billing.email,4,30,15:00,0.06876
billing.email,4,31,15:30,0.057819
billing.email,4,32,16:00,0.043641
billing.email,4,33,16:30,0.029564
billing.email,4,34,17:00,0.010785
billing.email,4,35,17:30,0.005885
billing.messaging,0,16,08:00,0.018112
billing.messaging,0,17,08:30,0.052578
billing.messaging,0,18,09:00,0.072579
billing.messaging,0,19,09:30,0.086711
billing.messaging,0,20,10:00,0.089916
billing.messaging,0,21,10:30,0.081564
billing.messaging,0,22,11:00,0.065778
billing.messaging,0,23,11:30,0.047257
billing.messaging,0,24,12:00,0.028254
billing.messaging,0,25,12:30,0.017711
billing.messaging,0,26,13:00,0.028833
billing.messaging,0,27,13:30,0.052316
billing.messaging,0,28,14:00,0.068667
billing.messaging,0,29,14:30,0.07327
billing.messaging,0,30,15:00,0.06876
billing.messaging,0,31,15:30,0.057819
billing.messaging,0,32,16:00,0.043641
billing.messaging,0,33,16:30,0.029564
billing.messaging,0,34,17:00,0.010785
billing.messaging,0,35,17:30,0.005885
billing.messaging,1,16,08:00,0.018112
billing.messaging,1,17,08:30,0.052578
billing.messaging,1,18,09:00,0.072579
billing.messaging,1,19,09:30,0.086711
billing.messaging,1,20,10:00,0.089916
billing.messaging,1,21,10:30,0.081564
billing.messaging,1,22,11:00,0.065778
billing.messaging,1,23,11:30,0.047257
billing.messaging,1,24,12:00,0.028254
billing.messaging,1,25,12:30,0.017711
billing.messaging,1,26,13:00,0.028833
billing.messaging,1,27,13:30,0.052316
billing.messaging,1,28,14:00,0.068667
billing.messaging,1,29,14:30,0.07327
billing.messaging,1,30,15:00,0.06876
billing.messaging,1,31,15:30,0.057819
billing.messaging,1,32,16:00,0.043641
billing.messaging,1,33,16:30,0.029564
billing.messaging,1,34,17:00,0.010785
billing.messaging,1,35,17:30,0.005885
billing.messaging,2,16,08:00,0.018112
billing.messaging,2,17,08:30,0.052578
billing.messaging,2,18,09:00,0.072579
billing.messaging,2,19,09:30,0.086711
billing.messaging,2,20,10:00,0.089916
billing.messaging,2,21,10:30,0.081564
billing.messaging,2,22,11:00,0.065778
billing.messaging,2,23,11:30,0.047257
billing.messaging,2,24,12:00,0.028254
billing.messaging,2,25,12:30,0.017711
billing.messaging,2,26,13:00,0.028833
billing.messaging,2,27,13:30,0.052316
billing.messaging,2,28,14:00,0.068667
billing.messaging,2,29,14:30,0.07327
billing.messaging,2,30,15:00,0.06876
billing.messaging,2,31,15:30,0.057819
billing.messaging,2,32,16:00,0.043641
billing.messaging,2,33,16:30,0.029564
billing.messaging,2,34,17:00,0.010785
billing.messaging,2,35,17:30,0.005885
billing.messaging,3,16,08:00,0.018112
billing.messaging,3,17,08:30,0.052578
billing.messaging,3,18,09:00,0.072579
billing.messaging,3,19,09:30,0.086711
billing.messaging,3,20,10:00,0.089916
billing.messaging,3,21,10:30,0.081564
billing.messaging,3,22,11:00,0.065778
billing.messaging,3,23,11:30,0.047257
billing.messaging,3,24,12:00,0.028254
billing.messaging,3,25,12:30,0.017711
billing.messaging,3,26,13:00,0.028833
billing.messaging,3,27,13:30,0.052316
billing.messaging,3,28,14:00,0.068667
billing.messaging,3,29,14:30,0.07327
billing.messaging,3,30,15:00,0.06876
billing.messaging,3,31,15:30,0.057819
billing.messaging,3,32,16:00,0.043641
billing.messaging,3,33,16:30,0.029564
billing.messaging,3,34,17:00,0.010785
billing.messaging,3,35,17:30,0.005885
billing.messaging,4,16,08:00,0.018112
billing.messaging,4,17,08:30,0.052578
billing.messaging,4,18,09:00,0.072579
billing.messaging,4,19,09:30,0.086711
billing.messaging,4,20,10:00,0.089916
billing.messaging,4,21,10:30,0.081564
billing.messaging,4,22,11:00,0.065778
billing.messaging,4,23,11:30,0.047257
billing.messaging,4,24,12:00,0.028254
billing.messaging,4,25,12:30,0.017711
billing.messaging,4,26,13:00,0.028833
billing.messaging,4,27,13:30,0.052316
billing.messaging,4,28,14:00,0.068667
billing.messaging,4,29,14:30,0.07327
billing.messaging,4,30,15:00,0.06876
billing.messaging,4,31,15:30,0.057819
billing.messaging,4,32,16:00,0.043641
billing.messaging,4,33,16:30,0.029564
billing.messaging,4,34,17:00,0.010785
billing.messaging,4,35,17:30,0.005885
billing.messaging,5,17,08:30,0.054675
billing.messaging,5,18,09:00,0.137226
billing.messaging,5,19,09:30,0.163945
billing.messaging,5,20,10:00,0.170004
billing.messaging,5,21,10:30,0.154214
billing.messaging,5,22,11:00,0.124366
billing.messaging,5,23,11:30,0.089349
billing.messaging,5,24,12:00,0.053419
billing.messaging,5,25,12:30,0.020092
billing.messaging,5,26,13:00,0.032709
metering.voice,0,16,08:00,0.018112
metering.voice,0,17,08:30,0.052578
metering.voice,0,18,09:00,0.072579
metering.voice,0,19,09:30,0.086711
metering.voice,0,20,10:00,0.089916
metering.voice,0,21,10:30,0.081564
metering.voice,0,22,11:00,0.065778
metering.voice,0,23,11:30,0.047257
metering.voice,0,24,12:00,0.028254
metering.voice,0,25,12:30,0.017711
metering.voice,0,26,13:00,0.028833
metering.voice,0,27,13:30,0.052316
metering.voice,0,28,14:00,0.068667
metering.voice,0,29,14:30,0.07327
metering.voice,0,30,15:00,0.06876
metering.voice,0,31,15:30,0.057819
metering.voice,0,32,16:00,0.043641
metering.voice,0,33,16:30,0.029564
metering.voice,0,34,17:00,0.010785
metering.voice,0,35,17:30,0.005885
metering.voice,1,16,08:00,0.018112
metering.voice,1,17,08:30,0.052578
metering.voice,1,18,09:00,0.072579
metering.voice,1,19,09:30,0.086711
metering.voice,1,20,10:00,0.089916
metering.voice,1,21,10:30,0.081564
metering.voice,1,22,11:00,0.065778
metering.voice,1,23,11:30,0.047257
metering.voice,1,24,12:00,0.028254
metering.voice,1,25,12:30,0.017711
metering.voice,1,26,13:00,0.028833
metering.voice,1,27,13:30,0.052316
metering.voice,1,28,14:00,0.068667
metering.voice,1,29,14:30,0.07327
metering.voice,1,30,15:00,0.06876
metering.voice,1,31,15:30,0.057819
metering.voice,1,32,16:00,0.043641
metering.voice,1,33,16:30,0.029564
metering.voice,1,34,17:00,0.010785
metering.voice,1,35,17:30,0.005885
metering.voice,2,16,08:00,0.018112
metering.voice,2,17,08:30,0.052578
metering.voice,2,18,09:00,0.072579
metering.voice,2,19,09:30,0.086711
metering.voice,2,20,10:00,0.089916
metering.voice,2,21,10:30,0.081564
metering.voice,2,22,11:00,0.065778
metering.voice,2,23,11:30,0.047257
metering.voice,2,24,12:00,0.028254
metering.voice,2,25,12:30,0.017711
metering.voice,2,26,13:00,0.028833
metering.voice,2,27,13:30,0.052316
metering.voice,2,28,14:00,0.068667
metering.voice,2,29,14:30,0.07327
metering.voice,2,30,15:00,0.06876
metering.voice,2,31,15:30,0.057819
metering.voice,2,32,16:00,0.043641
metering.voice,2,33,16:30,0.029564
metering.voice,2,34,17:00,0.010785
metering.voice,2,35,17:30,0.005885
metering.voice,3,16,08:00,0.018112
metering.voice,3,17,08:30,0.052578
metering.voice,3,18,09:00,0.072579
metering.voice,3,19,09:30,0.086711
metering.voice,3,20,10:00,0.089916
metering.voice,3,21,10:30,0.081564
metering.voice,3,22,11:00,0.065778
metering.voice,3,23,11:30,0.047257
metering.voice,3,24,12:00,0.028254
metering.voice,3,25,12:30,0.017711
metering.voice,3,26,13:00,0.028833
metering.voice,3,27,13:30,0.052316
metering.voice,3,28,14:00,0.068667
metering.voice,3,29,14:30,0.07327
metering.voice,3,30,15:00,0.06876
metering.voice,3,31,15:30,0.057819
metering.voice,3,32,16:00,0.043641
metering.voice,3,33,16:30,0.029564
metering.voice,3,34,17:00,0.010785
metering.voice,3,35,17:30,0.005885
metering.voice,4,16,08:00,0.018112
metering.voice,4,17,08:30,0.052578
metering.voice,4,18,09:00,0.072579
metering.voice,4,19,09:30,0.086711
metering.voice,4,20,10:00,0.089916
metering.voice,4,21,10:30,0.081564
metering.voice,4,22,11:00,0.065778
metering.voice,4,23,11:30,0.047257
metering.voice,4,24,12:00,0.028254
metering.voice,4,25,12:30,0.017711
metering.voice,4,26,13:00,0.028833
metering.voice,4,27,13:30,0.052316
metering.voice,4,28,14:00,0.068667
metering.voice,4,29,14:30,0.07327
metering.voice,4,30,15:00,0.06876
metering.voice,4,31,15:30,0.057819
metering.voice,4,32,16:00,0.043641
metering.voice,4,33,16:30,0.029564
metering.voice,4,34,17:00,0.010785
metering.voice,4,35,17:30,0.005885
metering.voice,5,17,08:30,0.054675
metering.voice,5,18,09:00,0.137226
metering.voice,5,19,09:30,0.163945
metering.voice,5,20,10:00,0.170004
metering.voice,5,21,10:30,0.154214
metering.voice,5,22,11:00,0.124366
metering.voice,5,23,11:30,0.089349
metering.voice,5,24,12:00,0.053419
metering.voice,5,25,12:30,0.020092
metering.voice,5,26,13:00,0.032709
metering.email,0,16,08:00,0.018112
metering.email,0,17,08:30,0.052578
metering.email,0,18,09:00,0.072579
metering.email,0,19,09:30,0.086711
metering.email,0,20,10:00,0.089916
metering.email,0,21,10:30,0.081564
metering.email,0,22,11:00,0.065778
metering.email,0,23,11:30,0.047257
metering.email,0,24,12:00,0.028254
metering.email,0,25,12:30,0.017711
metering.email,0,26,13:00,0.028833
metering.email,0,27,13:30,0.052316
metering.email,0,28,14:00,0.068667
metering.email,0,29,14:30,0.07327
metering.email,0,30,15:00,0.06876
metering.email,0,31,15:30,0.057819
metering.email,0,32,16:00,0.043641
metering.email,0,33,16:30,0.029564
metering.email,0,34,17:00,0.010785
metering.email,0,35,17:30,0.005885
metering.email,1,16,08:00,0.018112
metering.email,1,17,08:30,0.052578
metering.email,1,18,09:00,0.072579
metering.email,1,19,09:30,0.086711
metering.email,1,20,10:00,0.089916
metering.email,1,21,10:30,0.081564
metering.email,1,22,11:00,0.065778
metering.email,1,23,11:30,0.047257
metering.email,1,24,12:00,0.028254
metering.email,1,25,12:30,0.017711
metering.email,1,26,13:00,0.028833
metering.email,1,27,13:30,0.052316
metering.email,1,28,14:00,0.068667
metering.email,1,29,14:30,0.07327
metering.email,1,30,15:00,0.06876
metering.email,1,31,15:30,0.057819
metering.email,1,32,16:00,0.043641
metering.email,1,33,16:30,0.029564
metering.email,1,34,17:00,0.010785
metering.email,1,35,17:30,0.005885
metering.email,2,16,08:00,0.018112
metering.email,2,17,08:30,0.052578
metering.email,2,18,09:00,0.072579
metering.email,2,19,09:30,0.086711
metering.email,2,20,10:00,0.089916
metering.email,2,21,10:30,0.081564
metering.email,2,22,11:00,0.065778
metering.email,2,23,11:30,0.047257
metering.email,2,24,12:00,0.028254
metering.email,2,25,12:30,0.017711
metering.email,2,26,13:00,0.028833
metering.email,2,27,13:30,0.052316
metering.email,2,28,14:00,0.068667
metering.email,2,29,14:30,0.07327
metering.email,2,30,15:00,0.06876
metering.email,2,31,15:30,0.057819
metering.email,2,32,16:00,0.043641
metering.email,2,33,16:30,0.029564
metering.email,2,34,17:00,0.010785
metering.email,2,35,17:30,0.005885
metering.email,3,16,08:00,0.018112
metering.email,3,17,08:30,0.052578
metering.email,3,18,09:00,0.072579
metering.email,3,19,09:30,0.086711
metering.email,3,20,10:00,0.089916
metering.email,3,21,10:30,0.081564
metering.email,3,22,11:00,0.065778
metering.email,3,23,11:30,0.047257
metering.email,3,24,12:00,0.028254
metering.email,3,25,12:30,0.017711
metering.email,3,26,13:00,0.028833
metering.email,3,27,13:30,0.052316
metering.email,3,28,14:00,0.068667
metering.email,3,29,14:30,0.07327
metering.email,3,30,15:00,0.06876
metering.email,3,31,15:30,0.057819
metering.email,3,32,16:00,0.043641
metering.email,3,33,16:30,0.029564
metering.email,3,34,17:00,0.010785
metering.email,3,35,17:30,0.005885
metering.email,4,16,08:00,0.018112
metering.email,4,17,08:30,0.052578
metering.email,4,18,09:00,0.072579
metering.email,4,19,09:30,0.086711
metering.email,4,20,10:00,0.089916
metering.email,4,21,10:30,0.081564
metering.email,4,22,11:00,0.065778
metering.email,4,23,11:30,0.047257
metering.email,4,24,12:00,0.028254
metering.email,4,25,12:30,0.017711
metering.email,4,26,13:00,0.028833
metering.email,4,27,13:30,0.052316
metering.email,4,28,14:00,0.068667
metering.email,4,29,14:30,0.07327
metering.email,4,30,15:00,0.06876
metering.email,4,31,15:30,0.057819
metering.email,4,32,16:00,0.043641
metering.email,4,33,16:30,0.029564
metering.email,4,34,17:00,0.010785
metering.email,4,35,17:30,0.005885
operations.voice,0,0,00:00,0.003052
operations.voice,0,1,00:30,0.003052
operations.voice,0,2,01:00,0.003052
operations.voice,0,3,01:30,0.003052
operations.voice,0,4,02:00,0.003052
operations.voice,0,5,02:30,0.003052
operations.voice,0,6,03:00,0.003052
operations.voice,0,7,03:30,0.003053
operations.voice,0,8,04:00,0.003059
operations.voice,0,9,04:30,0.003117
operations.voice,0,10,05:00,0.003527
operations.voice,0,11,05:30,0.005407
operations.voice,0,12,06:00,0.010723
operations.voice,0,13,06:30,0.019483
operations.voice,0,14,07:00,0.027049
operations.voice,0,15,07:30,0.029809
operations.voice,0,16,08:00,0.031795
operations.voice,0,17,08:30,0.038459
operations.voice,0,18,09:00,0.048659
operations.voice,0,19,09:30,0.056904
operations.voice,0,20,10:00,0.058817
operations.voice,0,21,10:30,0.053632
operations.voice,0,22,11:00,0.043843
operations.voice,0,23,11:30,0.032361
operations.voice,0,24,12:00,0.020586
operations.voice,0,25,12:30,0.014073
operations.voice,0,26,13:00,0.021032
operations.voice,0,27,13:30,0.035737
operations.voice,0,28,14:00,0.046173
operations.voice,0,29,14:30,0.049588
operations.voice,0,30,15:00,0.047747
operations.voice,0,31,15:30,0.042428
operations.voice,0,32,16:00,0.035645
operations.voice,0,33,16:30,0.02935
operations.voice,0,34,17:00,0.024714
operations.voice,0,35,17:30,0.021862
operations.voice,0,36,18:00,0.020156
operations.voice,0,37,18:30,0.018734
operations.voice,0,38,19:00,0.016977
operations.voice,0,39,19:30,0.014704
operations.voice,0,40,20:00,0.012104
operations.voice,0,41,20:30,0.009536
operations.voice,0,42,21:00,0.00732
operations.voice,0,43,21:30,0.00563
operations.voice,0,44,22:00,0.00448
operations.voice,0,45,22:30,0.003778
operations.voice,0,46,23:00,0.00339
operations.voice,0,47,23:30,0.003197
operations.voice,1,0,00:00,0.003052
operations.voice,1,1,00:30,0.003052
operations.voice,1,2,01:00,0.003052
operations.voice,1,3,01:30,0.003052
operations.voice,1,4,02:00,0.003052
operations.voice,1,5,02:30,0.003052
operations.voice,1,6,03:00,0.003052
operations.voice,1,7,03:30,0.003053
operations.voice,1,8,04:00,0.003059
operations.voice,1,9,04:30,0.003117
operations.voice,1,10,05:00,0.003527
operations.voice,1,11,05:30,0.005407
operations.voice,1,12,06:00,0.010723
operations.voice,1,13,06:30,0.019483
operations.voice,1,14,07:00,0.027049
operations.voice,1,15,07:30,0.029809
operations.voice,1,16,08:00,0.031795
operations.voice,1,17,08:30,0.038459
operations.voice,1,18,09:00,0.048659
operations.voice,1,19,09:30,0.056904
operations.voice,1,20,10:00,0.058817
operations.voice,1,21,10:30,0.053632
operations.voice,1,22,11:00,0.043843
operations.voice,1,23,11:30,0.032361
operations.voice,1,24,12:00,0.020586
operations.voice,1,25,12:30,0.014073
operations.voice,1,26,13:00,0.021032
operations.voice,1,27,13:30,0.035737
operations.voice,1,28,14:00,0.046173
operations.voice,1,29,14:30,0.049588
operations.voice,1,30,15:00,0.047747
operations.voice,1,31,15:30,0.042428
operations.voice,1,32,16:00,0.035645
operations.voice,1,33,16:30,0.02935
operations.voice,1,34,17:00,0.024714
operations.voice,1,35,17:30,0.021862
operations.voice,1,36,18:00,0.020156
operations.voice,1,37,18:30,0.018734
operations.voice,1,38,19:00,0.016977
operations.voice,1,39,19:30,0.014704
operations.voice,1,40,20:00,0.012104
operations.voice,1,41,20:30,0.009536
operations.voice,1,42,21:00,0.00732
operations.voice,1,43,21:30,0.00563
operations.voice,1,44,22:00,0.00448
